Time,Joint,ProximitySensor
1702214306461,1.58,1.0
1702214306461,0.62,1.0
1702214306508,0.0,1.0
1702214306508,1.58,1.0
1702214306508,0.62,1.0
1702214306554,0.0,1.0
1702214306554,1.35,1.0
1702214306554,0.88,1.0
1702214306602,0.0,1.0
1702214306602,1.35,1.0
1702214306602,0.88,1.0
1702214306648,0.0,1.0
1702214306649,1.1,1.0
1702214306649,1.13,1.0
1702214306694,0.0,1.0
1702214306694,0.98,1.0
1702214306694,1.26,1.0
1702214306741,0.0,1.0
1702214306741,0.85,1.0
1702214306741,1.39,1.0
1702214306788,0.0,1.0
1702214306788,0.85,1.0
1702214306788,1.39,1.0
1702214306834,0.0,1.0
1702214306835,0.6,1.0
1702214306835,1.56,1.0
1702214306880,0.0,1.0
1702214306880,0.6,1.0
1702214306881,1.56,1.0
1702214306928,0.0,1.0
1702214306928,0.47,1.0
1702214306928,1.57,1.0
1702214306974,0.0,1.0
1702214306974,0.35,1.0
1702214306974,1.57,1.0
1702214307021,0.0,1.0
1702214307021,0.09,1.0
1702214307021,1.57,1.0
1702214307068,0.0,1.0
1702214307068,0.09,1.0
1702214307068,1.57,1.0
1702214307115,0.0,1.0
1702214307115,-0.03,1.0
1702214307115,1.57,1.0
1702214307161,0.0,1.0
1702214307161,-0.16,1.0
1702214307161,1.57,1.0
1702214307207,0.0,1.0
1702214307207,-0.29,1.0
1702214307207,1.57,1.0
1702214307253,0.0,1.0
1702214307253,-0.42,1.0
1702214307253,1.57,1.0
1702214307299,0.0,1.0
1702214307299,-0.55,1.0
1702214307299,1.57,1.0
1702214307344,0.0,1.0
1702214307344,-0.8,1.0
1702214307344,1.57,1.0
1702214307392,0.0,1.0
1702214307392,-0.8,1.0
1702214307392,1.57,1.0
1702214307438,0.0,1.0
1702214307438,-1.06,1.0
1702214307438,1.3,1.0
1702214307484,0.0,1.0
1702214307484,-1.06,1.0
1702214307484,1.3,1.0
1702214307530,0.0,1.0
1702214307530,-1.19,1.0
1702214307530,1.17,1.0
1702214307577,0.0,1.0
1702214307577,-1.45,1.0
1702214307577,0.91,1.0
1702214307625,0.0,1.0
1702214307625,-1.55,1.0
1702214307625,0.78,1.0
1702214307670,0.0,1.0
1702214307670,-1.55,1.0
1702214307670,0.78,1.0
1702214307717,0.0,1.0
1702214307717,-1.57,1.0
1702214307718,0.66,1.0
1702214307764,0.0,1.0
1702214307764,-1.57,1.0
1702214307764,0.53,1.0
1702214307811,0.0,1.0
1702214307811,-1.58,1.0
1702214307811,0.4,1.0
1702214307858,0.0,1.0
1702214307858,-1.58,1.0
1702214307858,0.28,1.0
1702214307905,0.0,1.0
1702214307905,-1.58,1.0
1702214307905,0.15,1.0
1702214307952,0.0,1.0
1702214307952,-1.58,1.0
1702214307952,0.02,1.0
1702214307998,0.0,1.0
1702214307998,-1.58,1.0
1702214307998,-0.11,1.0
1702214308045,0.0,1.0
1702214308045,-1.57,1.0
1702214308045,-0.36,1.0
1702214308091,0.0,1.0
1702214308091,-1.57,1.0
1702214308091,-0.49,1.0
1702214308138,0.0,1.0
1702214308138,-1.57,1.0
1702214308138,-0.49,1.0
1702214308185,0.0,1.0
1702214308185,-1.57,1.0
1702214308185,-0.62,1.0
1702214308232,0.0,1.0
1702214308232,-1.47,1.0
1702214308232,-0.87,1.0
1702214308278,0.0,1.0
1702214308278,-1.47,1.0
1702214308278,-0.87,1.0
1702214308324,0.0,1.0
1702214308324,-1.34,1.0
1702214308324,-0.99,1.0
1702214308371,0.0,1.0
1702214308371,-1.21,1.0
1702214308371,-1.12,1.0
1702214308418,0.0,1.0
1702214308418,-1.08,1.0
1702214308418,-1.25,1.0
1702214308465,0.0,1.0
1702214308465,-0.96,1.0
1702214308465,-1.38,1.0
1702214308512,0.0,1.0
1702214308512,-0.83,1.0
1702214308512,-1.5,1.0
1702214308559,0.0,1.0
1702214308559,-0.71,1.0
1702214308559,-1.56,1.0
1702214308605,0.0,1.0
1702214308605,-0.58,1.0
1702214308605,-1.57,1.0
1702214308652,0.0,1.0
1702214308652,-0.45,1.0
1702214308652,-1.57,1.0
1702214308698,0.0,1.0
1702214308698,-0.33,1.0
1702214308698,-1.57,1.0
1702214308745,0.0,1.0
1702214308745,-0.08,1.0
1702214308745,-1.57,1.0
1702214308792,0.0,1.0
1702214308792,-0.08,1.0
1702214308792,-1.57,1.0
1702214308839,0.0,1.0
1702214308839,0.05,1.0
1702214308839,-1.57,1.0
1702214308887,0.0,1.0
1702214308887,0.18,1.0
1702214308887,-1.57,1.0
1702214308934,0.0,1.0
1702214308934,0.43,1.0
1702214308934,-1.57,1.0
1702214308981,0.0,1.0
1702214308981,0.43,1.0
1702214308981,-1.57,1.0
1702214309028,0.0,1.0
1702214309028,0.56,1.0
1702214309028,-1.57,1.0
1702214309075,0.0,1.0
1702214309075,0.68,1.0
1702214309075,-1.57,1.0
1702214309106,0.0,1.0
1702214309106,0.81,1.0
1702214309106,-1.44,1.0
1702214309154,0.0,1.0
1702214309154,0.94,1.0
1702214309154,-1.31,1.0
1702214309200,0.0,1.0
1702214309200,1.06,1.0
1702214309200,-1.17,1.0
1702214309248,0.0,1.0
1702214309248,1.33,1.0
1702214309248,-0.9,1.0
1702214309294,0.0,0.0
1702214309294,1.46,0.0
1702214309294,-0.78,0.0
1702214309341,0.0,0.0
1702214309341,1.55,0.0
1702214309341,-0.65,0.0
1702214309388,0.0,0.0
1702214309388,1.55,0.0
1702214309388,-0.65,0.0
1702214309434,0.0,0.0
1702214309434,1.57,0.0
1702214309434,-0.52,0.0
1702214309481,0.0,0.0
1702214309481,1.57,0.0
1702214309481,-0.4,0.0
1702214309527,0.0,0.0
1702214309527,1.57,0.0
1702214309527,-0.27,0.0
1702214309575,0.0,0.0
1702214309575,1.57,0.0
1702214309575,-0.14,0.0
1702214309622,0.0,1.0
1702214309622,1.58,1.0
1702214309622,-0.01,1.0
1702214309668,0.0,1.0
1702214309668,1.58,1.0
1702214309668,0.12,1.0
1702214309700,0.0,1.0
1702214309700,1.57,1.0
1702214309700,0.37,1.0
1702214309747,0.0,1.0
1702214309747,1.57,1.0
1702214309747,0.37,1.0
1702214309794,0.0,1.0
1702214309794,1.58,1.0
1702214309794,0.63,1.0
1702214309841,0.0,1.0
1702214309841,1.47,1.0
1702214309841,0.76,1.0
1702214309888,0.0,1.0
1702214309888,1.47,1.0
1702214309888,0.76,1.0
1702214309935,0.0,1.0
1702214309935,1.35,1.0
1702214309935,0.89,1.0
1702214309983,0.0,1.0
1702214309983,1.22,1.0
1702214309983,1.01,1.0
1702214310030,0.0,1.0
1702214310030,1.1,1.0
1702214310030,1.14,1.0
1702214310076,0.0,1.0
1702214310076,0.97,1.0
1702214310076,1.27,1.0
1702214310124,0.0,1.0
1702214310124,0.85,1.0
1702214310124,1.39,1.0
1702214310170,0.0,1.0
1702214310170,0.72,1.0
1702214310170,1.51,1.0
1702214310216,0.0,1.0
1702214310216,0.6,1.0
1702214310216,1.56,1.0
1702214310263,0.0,1.0
1702214310263,0.35,1.0
1702214310263,1.57,1.0
1702214310309,0.0,1.0
1702214310309,0.35,1.0
1702214310309,1.57,1.0
1702214310356,0.0,1.0
1702214310356,0.22,1.0
1702214310356,1.57,1.0
1702214310401,0.0,1.0
1702214310401,0.09,1.0
1702214310401,1.57,1.0
1702214310447,0.0,1.0
1702214310448,-0.16,1.0
1702214310448,1.57,1.0
1702214310494,0.0,1.0
1702214310494,-0.16,1.0
1702214310494,1.57,1.0
1702214310540,0.0,1.0
1702214310540,-0.29,1.0
1702214310540,1.57,1.0
1702214310586,0.0,1.0
1702214310586,-0.42,1.0
1702214310586,1.57,1.0
1702214310633,0.0,1.0
1702214310633,-0.55,1.0
1702214310633,1.57,1.0
1702214310680,0.0,1.0
1702214310680,-0.68,1.0
1702214310680,1.57,1.0
1702214310727,0.0,1.0
1702214310727,-0.8,1.0
1702214310727,1.57,1.0
1702214310773,0.0,1.0
1702214310773,-1.06,1.0
1702214310773,1.3,1.0
1702214310820,0.0,1.0
1702214310820,-1.06,1.0
1702214310820,1.3,1.0
1702214310868,0.0,1.0
1702214310868,-1.19,1.0
1702214310868,1.17,1.0
1702214310915,0.0,1.0
1702214310915,-1.45,1.0
1702214310916,0.91,1.0
1702214310962,0.0,0.0
1702214310962,-1.45,0.0
1702214310962,0.91,0.0
1702214311008,0.0,0.0
1702214311008,-1.57,0.0
1702214311008,0.66,0.0
1702214311054,0.0,1.0
1702214311054,-1.57,1.0
1702214311054,0.66,1.0
1702214311101,0.0,1.0
1702214311101,-1.57,1.0
1702214311101,0.53,1.0
1702214311148,0.0,1.0
1702214311148,-1.57,1.0
1702214311148,0.4,1.0
1702214311195,0.0,1.0
1702214311195,-1.58,1.0
1702214311195,0.27,1.0
1702214311242,0.0,1.0
1702214311242,-1.58,1.0
1702214311242,0.15,1.0
1702214311290,0.0,1.0
1702214311290,-1.58,1.0
1702214311290,-0.11,1.0
1702214311337,0.0,1.0
1702214311337,-1.58,1.0
1702214311337,-0.11,1.0
1702214311383,0.0,1.0
1702214311383,-1.57,1.0
1702214311383,-0.24,1.0
1702214311429,0.0,1.0
1702214311429,-1.57,1.0
1702214311429,-0.36,1.0
1702214311476,0.0,1.0
1702214311476,-1.57,1.0
1702214311476,-0.62,1.0
1702214311523,0.0,1.0
1702214311523,-1.57,1.0
1702214311523,-0.62,1.0
1702214311570,0.0,1.0
1702214311570,-1.45,1.0
1702214311570,-0.74,1.0
1702214311616,0.0,1.0
1702214311616,-1.33,1.0
1702214311616,-0.87,1.0
1702214311663,0.0,1.0
1702214311663,-1.07,1.0
1702214311663,-1.12,1.0
1702214311711,0.0,1.0
1702214311711,-1.07,1.0
1702214311711,-1.12,1.0
1702214311757,0.0,1.0
1702214311757,-0.82,1.0
1702214311757,-1.37,1.0
1702214311804,0.0,1.0
1702214311804,-0.82,1.0
1702214311804,-1.37,1.0
1702214311852,0.0,1.0
1702214311852,-0.7,1.0
1702214311852,-1.5,1.0
1702214311899,0.0,1.0
1702214311899,-0.57,1.0
1702214311899,-1.56,1.0
1702214311945,0.0,1.0
1702214311945,-0.32,1.0
1702214311945,-1.57,1.0
1702214311992,0.0,1.0
1702214311992,-0.32,1.0
1702214311992,-1.57,1.0
1702214312038,0.0,1.0
1702214312038,-0.19,1.0
1702214312038,-1.57,1.0
1702214312086,0.0,1.0
1702214312086,-0.07,1.0
1702214312086,-1.57,1.0
1702214312133,0.0,0.0
1702214312133,0.06,0.0
1702214312133,-1.57,0.0
1702214312180,0.0,0.0
1702214312180,0.19,0.0
1702214312180,-1.57,0.0
1702214312227,0.0,0.0
1702214312227,0.44,0.0
1702214312227,-1.57,0.0
1702214312274,0.0,0.0
1702214312274,0.44,0.0
1702214312274,-1.57,0.0
1702214312321,0.0,0.0
1702214312321,0.57,0.0
1702214312321,-1.57,0.0
1702214312367,0.0,0.0
1702214312367,0.81,0.0
1702214312367,-1.57,0.0
1702214312414,0.0,0.0
1702214312414,0.81,0.0
1702214312414,-1.57,0.0
1702214312461,0.0,0.0
1702214312461,0.94,0.0
1702214312461,-1.57,0.0
1702214312507,0.0,0.0
1702214312507,1.06,0.0
1702214312507,-1.57,0.0
1702214312553,0.0,0.0
1702214312553,1.19,0.0
1702214312553,-1.57,0.0
1702214312601,0.0,0.0
1702214312601,1.44,0.0
1702214312601,-1.57,0.0
1702214312647,0.0,0.0
1702214312647,1.44,0.0
1702214312647,-1.57,0.0
1702214312694,0.0,0.0
1702214312694,1.54,0.0
1702214312694,-1.57,0.0
1702214312741,0.0,0.0
1702214312741,1.57,0.0
1702214312741,-1.57,0.0
1702214312786,0.0,0.0
1702214312786,1.57,0.0
1702214312786,-1.57,0.0
1702214312834,0.0,0.0
1702214312834,1.57,0.0
1702214312834,-1.57,0.0
1702214312880,0.0,0.0
1702214312880,1.57,0.0
1702214312880,-1.57,0.0
1702214312926,0.0,0.0
1702214312926,1.57,0.0
1702214312926,-1.57,0.0
1702214312973,0.0,0.0
1702214312973,1.57,0.0
1702214312973,-1.57,0.0
1702214313020,0.0,0.0
1702214313020,1.57,0.0
1702214313020,-1.57,0.0
1702214313067,0.0,0.0
1702214313067,1.57,0.0
1702214313067,-1.57,0.0
1702214313114,0.0,0.0
1702214313114,1.57,0.0
1702214313114,-1.57,0.0
1702214313161,0.0,0.0
1702214313161,1.57,0.0
1702214313161,-1.57,0.0
1702214313208,0.0,0.0
1702214313208,1.57,0.0
1702214313208,-1.57,0.0
1702214313254,0.0,0.0
1702214313254,1.57,0.0
1702214313254,-1.57,0.0
1702214313301,0.0,0.0
1702214313301,1.57,0.0
1702214313301,-1.57,0.0
1702214313347,0.0,0.0
1702214313347,1.57,0.0
1702214313347,-1.57,0.0
1702214313395,0.0,0.0
1702214313395,1.57,0.0
1702214313395,-1.57,0.0
1702214313442,0.0,0.0
1702214313442,1.57,0.0
1702214313442,-1.57,0.0
1702214313488,0.0,0.0
1702214313488,1.57,0.0
1702214313488,-1.57,0.0
1702214313535,0.0,0.0
1702214313535,1.57,0.0
1702214313535,-1.57,0.0
1702214313582,0.0,0.0
1702214313582,1.57,0.0
1702214313582,-1.57,0.0
1702214313629,0.0,0.0
1702214313629,1.57,0.0
1702214313629,-1.57,0.0
1702214313676,0.0,0.0
1702214313676,1.57,0.0
1702214313676,-1.57,0.0
1702214313723,0.0,0.0
1702214313723,
